CustomerID,Recency,Frequency,Monetary,Cluster,Segment
16775,9,11,1695.66,-1,Outlier
17939,159,1,99.14,-1,Outlier
15203,25,6,1827.8,-1,Outlier
17409,184,2,771.85,-1,Outlier
18073,113,13,3864.44,-1,Outlier
12702,19,1,219.0,5,One-Time
13092,70,6,459.83,-1,Outlier
17162,28,11,1707.21,-1,Outlier
15456,282,3,447.22,-1,Outlier
16769,259,1,380.39,6,At-Risk
16239,56,3,372.9,2,Regular
15322,63,2,602.97,3,Outlier
13226,272,1,108.21000000000001,6,At-Risk
12967,2,3,1194.75,-1,Outlier
13006,55,1,81.57,5,One-Time
17052,27,1,413.75,5,One-Time
18118,10,27,5595.77,-1,Outlier
15218,10,11,5756.89,-1,Outlier
15730,65,4,1108.38,-1,Outlier
13384,30,8,4122.28,-1,Outlier
15891,226,1,524.52,-1,Outlier
17704,168,2,885.19,-1,Outlier
18252,50,2,526.67,3,Outlier
14834,17,7,1698.35,-1,Outlier
14557,63,2,0.0,-1,Outlier
12726,27,7,2609.1,-1,Outlier
14682,187,2,52.0,-1,Outlier
12735,314,2,779.5699999999999,-1,Outlier
17984,144,1,152.68,-1,Outlier
17844,106,1,51.559999999999995,-1,Outlier
16284,30,2,823.97,3,Outlier
14578,2,1,168.63,5,One-Time
13518,85,1,659.4399999999999,-1,Outlier
16275,196,1,559.87,-1,Outlier
13140,107,3,423.72,-1,Outlier
15358,4,23,8234.8,-1,Outlier
15745,8,5,1071.24,0,VIP
18097,7,7,2692.85,-1,Outlier
14420,84,2,385.87,3,Outlier
17043,31,4,1735.18,-1,Outlier
16281,71,1,2062.06,-1,Outlier
17987,184,1,198.57,6,At-Risk
16927,115,3,543.05,-1,Outlier
12738,371,1,155.35,4,Churned
14301,107,2,632.04,3,Outlier
14950,8,2,361.25,3,Outlier
12592,91,2,437.6,3,Outlier
15480,115,1,905.5,-1,Outlier
17728,3,4,2515.68,-1,Outlier
14560,6,23,2174.18,-1,Outlier
17701,252,1,417.95,-1,Outlier
14432,9,6,2255.51,-1,Outlier
17576,7,20,3457.78,-1,Outlier
13926,22,1,223.85000000000002,5,One-Time
18237,2,5,987.1,-1,Outlier
17201,53,1,342.63,5,One-Time
15099,83,1,410.48,5,One-Time
17978,364,1,300.91999999999996,4,Churned
12875,142,2,343.2300000000001,3,Outlier
13372,89,1,378.64,5,One-Time
17838,26,6,2312.7,-1,Outlier
17189,105,2,384.40000000000003,3,Outlier
12997,21,5,1197.94,0,VIP
14947,71,2,290.82,3,Outlier
16400,94,1,303.93,5,One-Time
15471,1,1,469.48,-1,Outlier
14039,32,1,152.2,5,One-Time
12348,74,4,1797.24,-1,Outlier
13658,9,6,2421.47,-1,Outlier
17591,72,8,2215.02,-1,Outlier
12589,28,2,646.68,3,Outlier
14185,330,1,197.65,-1,Outlier
13792,65,2,195.55,3,Outlier
13110,30,8,1452.8700000000001,-1,Outlier
18222,92,1,443.0,-1,Outlier
14840,267,1,62.85,6,At-Risk
12744,51,8,9120.39,-1,Outlier
12723,3,5,725.07,-1,Outlier
15367,56,5,1867.69,-1,Outlier
13131,22,4,1039.3,1,Loyal
15093,17,7,4410.14,-1,Outlier
17716,22,12,5505.79,-1,Outlier
16403,301,2,161.04999999999998,-1,Outlier
15346,332,1,252.42000000000002,-1,Outlier
18246,23,2,596.1,3,Outlier
14176,296,5,574.0,-1,Outlier
12717,150,3,980.98,-1,Outlier
16924,20,4,739.5,1,Loyal
14712,28,3,917.07,2,Regular
16808,98,2,288.42,3,Outlier
16123,51,1,307.78,5,One-Time
16665,361,1,135.39999999999998,4,Churned
16671,27,3,1692.27,-1,Outlier
13908,79,5,2347.05,-1,Outlier
16022,259,1,628.28,-1,Outlier
15343,86,1,364.5,5,One-Time
17707,184,2,152.4,3,Outlier
14551,17,2,186.23,3,Outlier
17442,28,7,2210.2599999999998,-1,Outlier
17046,156,1,642.02,-1,Outlier
15992,3,1,41.989999999999995,5,One-Time
12872,326,2,599.97,-1,Outlier
13643,30,3,519.44,2,Regular
15090,307,1,381.32,-1,Outlier
15227,36,5,1219.4,-1,Outlier
12982,239,2,377.2,3,Outlier
14697,217,2,188.60999999999999,3,Outlier
14161,215,3,1110.52,-1,Outlier
16007,47,4,1701.94,-1,Outlier
13527,33,8,2263.76,-1,Outlier
14959,58,5,684.97,-1,Outlier
13134,72,5,1740.63,-1,Outlier
17204,168,5,1352.91,-1,Outlier
17436,1,2,216.29999999999998,3,Outlier
13402,126,2,621.23,3,Outlier
13637,51,3,810.5,2,Regular
15739,65,1,449.12,5,One-Time
16936,25,1,262.68,5,One-Time
14057,23,18,6147.4,-1,Outlier
14813,369,2,155.43,-1,Outlier
15349,157,2,473.81,3,Outlier
13390,74,1,544.08,-1,Outlier
15483,160,4,233.81,-1,Outlier
16412,53,1,151.83,5,One-Time
17180,55,5,780.38,-1,Outlier
17698,260,1,154.95,6,At-Risk
12985,0,3,1215.6200000000001,-1,Outlier
12354,231,1,1079.4,-1,Outlier
15605,35,5,1198.23,0,VIP
13917,49,2,272.04,3,Outlier
17058,81,3,1179.89,-1,Outlier
12720,2,26,5713.28,-1,Outlier
13506,311,3,452.82,-1,Outlier
16674,54,2,319.61,3,Outlier
15888,79,2,141.27,3,Outlier
14816,196,1,271.85,-1,Outlier
17323,14,8,908.99,-1,Outlier
14554,9,4,2381.04,-1,Outlier
16141,87,1,620.4,-1,Outlier
17725,15,12,3371.13,-1,Outlier
17722,95,5,2380.64,-1,Outlier
17990,236,3,630.84,-1,Outlier
13000,106,3,534.85,-1,Outlier
16915,8,6,621.6800000000001,-1,Outlier
16546,290,3,-95.93,-1,Outlier
16385,59,3,555.89,2,Regular
14051,0,24,15477.34,-1,Outlier
17457,126,5,1737.7,-1,Outlier
16135,262,1,517.55,-1,Outlier
16921,60,1,169.79,5,One-Time
16784,19,1,107.6,5,One-Time
12473,28,6,2848.23,-1,Outlier
12458,70,2,947.4,-1,Outlier
12479,3,2,477.3,3,Outlier
14292,7,10,4819.33,-1,Outlier
14450,180,3,483.25,-1,Outlier
14837,89,5,1641.2,-1,Outlier
16668,14,6,306.71999999999997,-1,Outlier
12461,93,2,826.88,-1,Outlier
15608,27,4,1093.68,1,Loyal
17454,191,4,517.53,-1,Outlier
12878,17,3,841.64,2,Regular
12604,78,2,254.18,3,Outlier
14700,31,3,2235.3,-1,Outlier
13122,93,2,922.39,-1,Outlier
17969,165,2,228.2,3,Outlier
13003,105,3,149.05,-1,Outlier
12607,57,2,3.552713678800501e-15,-1,Outlier
13262,262,1,200.29,6,At-Risk
14953,24,1,289.82,5,One-Time
18225,2,13,5361.02,-1,Outlier
14441,0,5,1545.14,-1,Outlier
13244,92,1,121.74000000000001,5,One-Time
17049,2,10,5594.78,-1,Outlier
17579,4,4,440.2,1,Loyal
15361,361,1,418.92,-1,Outlier
15867,4,16,3797.79,-1,Outlier
12729,113,1,453.01,-1,Outlier
15498,0,28,12396.46,-1,Outlier
16525,1,27,11895.57,-1,Outlier
12464,9,8,1212.05,-1,Outlier
13116,116,2,485.19,3,Outlier
17835,2,3,350.64,2,Regular
13524,40,5,680.1800000000001,-1,Outlier
16257,176,1,46.95,-1,Outlier
17198,23,3,692.22,2,Regular
15087,281,1,306.94,6,At-Risk
13256,13,1,0.0,5,One-Time
14819,63,2,272.07,3,Outlier
17975,14,14,4393.61,-1,Outlier
18231,191,6,2066.17,-1,Outlier
12863,51,2,504.2,3,Outlier
13271,36,2,178.26,3,Outlier
16912,22,12,2528.67,-1,Outlier
17859,304,1,148.21,6,At-Risk
13780,6,2,360.01,3,Outlier
13396,21,3,1325.29,-1,Outlier
15206,9,4,420.29999999999995,1,Loyal
14188,8,7,2018.91,-1,Outlier
16659,188,1,39.12,-1,Outlier
16528,3,1,244.41,5,One-Time
13521,0,3,1093.65,-1,Outlier
16147,133,1,375.0,-1,Outlier
12851,96,1,135.18,5,One-Time
17320,99,3,1200.6200000000001,-1,Outlier
14944,29,13,5842.95,-1,Outlier
13634,32,5,1575.16,0,VIP
17186,46,2,144.0,3,Outlier
16805,173,2,460.59,3,Outlier
18228,49,3,769.2,2,Regular
14173,10,4,450.84,1,Loyal
15489,22,4,1090.03,1,Loyal
18112,11,2,352.69,3,Outlier
12598,9,9,3002.68,-1,Outlier
12610,22,6,2057.99,-1,Outlier
17070,113,1,312.14,-1,Outlier
14572,2,8,2803.69,-1,Outlier
14426,18,11,3918.9,-1,Outlier
13381,20,7,3626.81,-1,Outlier
18240,45,1,422.58,5,One-Time
13652,45,3,1095.08,2,Regular
14825,3,12,2226.91,-1,Outlier
14167,38,4,574.84,1,Loyal
18094,81,7,3017.3,-1,Outlier
16272,116,1,411.7,-1,Outlier
16781,364,2,294.65,-1,Outlier
16531,21,7,1244.59,-1,Outlier
13137,10,9,3605.08,-1,Outlier
17966,37,5,1098.43,-1,Outlier
17174,217,1,59.9,-1,Outlier
15212,238,2,88.94999999999999,-1,Outlier
12747,1,11,4196.01,-1,Outlier
14566,110,1,1432.0,-1,Outlier
14438,305,1,131.9,6,At-Risk
17329,13,2,523.11,3,Outlier
14423,217,1,265.2,6,At-Risk
16933,0,3,530.08,2,Regular
18121,148,2,673.1,-1,Outlier
13649,256,2,346.6,3,Outlier
16790,3,7,1520.1200000000001,-1,Outlier
18249,16,1,95.34,5,One-Time
16266,73,7,861.89,-1,Outlier
15998,36,6,3084.17,-1,Outlier
12616,84,3,657.25,2,Regular
12586,16,2,179.94000000000003,3,Outlier
17972,241,1,136.04,6,At-Risk
14289,8,6,911.26,-1,Outlier
17582,235,1,175.27,6,At-Risk
15492,27,2,659.4599999999999,3,Outlier
14581,16,1,138.6,5,One-Time
14703,14,1,318.17,5,One-Time
16394,49,6,1412.06,-1,Outlier
17448,144,1,-4287.63,-1,Outlier
16918,49,7,1043.34,-1,Outlier
14691,30,5,2114.33,-1,Outlier
14048,276,2,375.13,-1,Outlier
16406,18,1,163.07,5,One-Time
15221,365,2,114.1,-1,Outlier
13786,366,1,230.39999999999998,4,Churned
17064,58,3,859.35,2,Regular
13268,17,12,3167.64,-1,Outlier
14965,95,2,599.0,3,Outlier
16415,43,1,210.35,5,One-Time
15870,32,1,354.09000000000003,5,One-Time
14688,7,22,5107.38,-1,Outlier
16278,22,2,537.83,3,Outlier
12857,210,2,1106.4,-1,Outlier
12613,30,6,3218.98,-1,Outlier
14974,36,1,114.39,5,One-Time
17061,73,12,5116.13,-1,Outlier
16016,2,9,1483.31,-1,Outlier
13259,61,1,292.32,5,One-Time
18109,1,27,7925.32,-1,Outlier
16150,38,6,1906.07,-1,Outlier
13503,70,1,216.85,5,One-Time
15364,95,2,913.19,-1,Outlier
15236,298,1,321.05,-1,Outlier
16019,1,10,3450.2400000000002,-1,Outlier
16650,71,1,518.42,5,One-Time
14030,17,8,2360.09,-1,Outlier
13265,52,5,2107.66,-1,Outlier
16126,28,4,6287.77,-1,Outlier
16930,25,3,380.55,2,Regular
13375,80,2,772.9,3,Outlier
13512,260,1,251.21,6,At-Risk
16793,56,1,243.84,5,One-Time
16409,35,5,2028.88,-1,Outlier
17719,37,16,5367.8,-1,Outlier
15757,65,2,714.42,3,Outlier
12455,72,6,2466.86,-1,Outlier
17597,213,1,2044.3700000000001,-1,Outlier
17073,17,4,1446.09,-1,Outlier
14828,196,3,2139.76,-1,Outlier
17832,49,1,155.37,5,One-Time
15748,39,1,149.31,5,One-Time
15230,238,2,429.6,3,Outlier
17466,9,2,763.28,3,Outlier
15864,21,7,1769.7800000000002,-1,Outlier
17856,1,5,1393.79,-1,Outlier
14027,60,1,104.82,5,One-Time
17451,0,8,1648.95,-1,Outlier
16260,50,1,1035.45,-1,Outlier
14709,14,14,4911.14,-1,Outlier
17588,99,3,1240.2,-1,Outlier
13923,53,1,351.13,5,One-Time
12994,3,4,902.22,1,Loyal
12732,179,1,236.26000000000002,6,At-Risk
14304,222,2,197.1,3,Outlier
15096,42,1,219.39000000000001,5,One-Time
15105,17,7,2298.93,-1,Outlier
16656,21,16,8568.24,-1,Outlier
17594,84,2,993.18,-1,Outlier
15623,140,1,301.03,-1,Outlier
13509,8,7,979.72,-1,Outlier
15081,21,6,487.35,-1,Outlier
13771,63,5,2631.7,-1,Outlier
12601,189,6,569.5600000000001,-1,Outlier
15626,74,2,675.8,3,Outlier
14179,40,2,719.78,3,Outlier
15224,357,3,310.48,-1,Outlier
15754,50,4,455.67,-1,Outlier
17317,45,4,2524.02,-1,Outlier
13911,56,9,2580.91,-1,Outlier
15861,11,9,3000.36,-1,Outlier
13914,3,3,613.95,2,Regular
17314,24,9,2514.76,-1,Outlier
13899,15,2,388.52,3,Outlier
16519,24,2,215.07999999999998,3,Outlier
16942,12,10,1894.11,-1,Outlier
14164,70,2,1631.77,-1,Outlier
17573,28,4,362.9,1,Loyal
17460,78,7,452.63,-1,Outlier
17567,6,9,4012.56,-1,Outlier
17585,108,4,1133.07,-1,Outlier
18106,329,1,430.7,-1,Outlier
14971,34,3,1116.57,2,Regular
17463,15,6,1881.36,-1,Outlier
15885,92,3,379.35,-1,Outlier
12991,22,2,503.76,3,Outlier
16796,88,1,305.62,5,One-Time
16138,367,1,-7.95,4,Churned
17960,170,1,73.78,6,At-Risk
13533,182,3,270.79,-1,Outlier
14158,39,1,507.66,5,One-Time
15611,9,14,1568.39,-1,Outlier
16010,245,3,407.5,-1,Outlier
16653,15,3,1166.92,2,Regular
14045,108,4,1659.75,-1,Outlier
12476,0,12,6546.58,-1,Outlier
12866,282,1,559.12,-1,Outlier
15215,44,4,615.99,1,Loyal
14307,88,6,2995.72,-1,Outlier
15599,26,2,761.74,3,Outlier
12854,78,4,1289.15,-1,Outlier
14962,270,1,126.7,6,At-Risk
14036,284,1,626.65,-1,Outlier
16153,49,5,1824.23,-1,Outlier
15620,49,4,1524.4,-1,Outlier
15733,282,1,162.3,6,At-Risk
13774,81,1,345.0,5,One-Time
16144,246,1,175.2,6,At-Risk
13253,156,2,1030.4,-1,Outlier
13655,113,2,932.97,-1,Outlier
15355,28,2,277.05,3,Outlier
13247,17,4,501.12,1,Loyal
17829,298,1,889.24,-1,Outlier
15075,77,1,773.03,-1,Outlier
13113,0,25,10510.0,-1,Outlier
14569,0,1,227.39,5,One-Time
13515,72,4,891.12,-1,Outlier
14295,39,2,154.70000000000002,3,Outlier
14447,18,5,1163.23,0,VIP
15882,198,5,495.36,-1,Outlier
17311,77,2,1384.85,-1,Outlier
12988,291,1,535.32,-1,Outlier
14968,29,1,147.59,5,One-Time
15602,7,10,1083.63,-1,Outlier
14054,64,1,92.46,5,One-Time
15468,34,3,438.46,2,Regular
17183,7,7,3286.9100000000003,-1,Outlier
15781,24,4,333.56,-1,Outlier
15531,7,2,2007.44,-1,Outlier
17603,49,2,-1165.3,-1,Outlier
14066,266,1,152.55,6,At-Risk
17624,14,2,843.48,3,Outlier
14081,266,3,904.67,-1,Outlier
17621,20,4,1336.1,1,Loyal
16838,196,3,582.9,-1,Outlier
15257,280,2,232.14999999999998,-1,Outlier
18151,134,2,653.35,-1,Outlier
12515,352,1,383.7,-1,Outlier
13673,18,2,396.92,3,Outlier
13950,10,5,728.56,-1,Outlier
16055,220,1,134.8,6,At-Risk
17353,128,2,1740.0,-1,Outlier
18139,16,7,8393.22,-1,Outlier
14739,1,8,3899.1,-1,Outlier
13819,301,3,1140.35,-1,Outlier
15918,190,2,334.23,3,Outlier
16037,269,3,855.02,-1,Outlier
16701,8,14,5150.2699999999995,-1,Outlier
17088,27,4,1991.01,-1,Outlier
13420,134,3,140.35,-1,Outlier
14340,218,1,134.7,6,At-Risk
16317,119,3,1341.65,-1,Outlier
15382,14,7,5927.86,-1,Outlier
16025,29,1,439.65999999999997,5,One-Time
16424,190,2,82.56,-1,Outlier
14593,21,3,617.99,2,Regular
18133,210,2,715.4999999999999,-1,Outlier
13548,95,2,682.41,3,Outlier
13667,148,1,305.02,-1,Outlier
17886,31,3,899.61,2,Regular
16308,37,4,2560.0,-1,Outlier
15254,126,1,300.36,-1,Outlier
17097,1,9,937.92,-1,Outlier
16427,262,2,241.06,3,Outlier
13027,113,6,6912.0,-1,Outlier
15897,193,2,222.05,3,Outlier
12375,2,3,455.42,2,Regular
17222,64,1,354.15,5,One-Time
15269,23,1,408.8,5,One-Time
16180,99,9,10217.48,-1,Outlier
12500,22,12,4206.27,-1,Outlier
15239,9,3,764.34,2,Regular
17237,10,2,314.69,3,Outlier
16680,42,1,183.7,5,One-Time
14194,4,22,11216.75,-1,Outlier
17892,55,3,244.1,-1,Outlier
18255,88,1,103.3,-1,Outlier
15123,6,2,2199.31,-1,Outlier
12750,128,1,275.88,-1,Outlier
15117,14,6,1550.13,-1,Outlier
17356,311,1,178.22,6,At-Risk
16823,226,1,358.38,-1,Outlier
15653,92,2,877.4399999999999,-1,Outlier
15528,253,1,229.33,6,At-Risk
16945,21,19,4345.5,-1,Outlier
14480,10,1,279.05,5,One-Time
12643,127,6,3344.64,-1,Outlier
14849,21,26,7904.28,-1,Outlier
16442,1,3,616.79,2,Regular
16040,64,3,1313.55,-1,Outlier
17865,30,21,10158.54,-1,Outlier
17344,45,1,160.57,5,One-Time
16162,251,1,37.4,-1,Outlier
13283,59,2,93.66,3,Outlier
16558,0,21,8257.04,-1,Outlier
17469,15,6,1843.06,-1,Outlier
15376,39,3,1233.3600000000001,2,Regular
14191,1,14,4660.01,-1,Outlier
14087,2,2,181.67,3,Outlier
17341,156,3,781.36,-1,Outlier
14745,112,6,1167.16,-1,Outlier
16829,156,1,197.22,6,At-Risk
16552,242,2,379.73,3,Outlier
17874,184,7,658.26,-1,Outlier
18130,8,4,1045.74,1,Loyal
13298,0,1,360.0,5,One-Time
12881,275,1,298.0,6,At-Risk
16034,195,3,437.7,-1,Outlier
16835,127,2,180.85,-1,Outlier
16555,34,2,285.89,3,Outlier
15379,168,8,3631.8900000000003,-1,Outlier
15245,133,3,2515.84,-1,Outlier
15114,29,10,2760.56,-1,Outlier
18014,27,1,166.42,5,One-Time
17490,0,8,1926.8799999999999,-1,Outlier
16302,107,2,212.82,-1,Outlier
14206,238,2,308.26,3,Outlier
14867,185,4,701.33,-1,Outlier
17883,2,4,671.77,1,Loyal
13292,38,2,578.9399999999999,3,Outlier
14730,0,8,2005.06,-1,Outlier
13429,10,4,1006.8,1,Loyal
12649,106,4,603.71,-1,Outlier
12908,58,3,246.0,-1,Outlier
12759,51,3,1531.44,-1,Outlier
16954,0,9,2085.08,-1,Outlier
17630,169,2,503.59999999999997,3,Outlier
16686,46,8,3043.48,-1,Outlier
16966,7,8,2148.47,-1,Outlier
15388,269,1,140.54,6,At-Risk
18142,150,3,1014.9,-1,Outlier
13033,356,1,190.55,4,Churned
16573,73,3,648.41,2,Regular
15900,23,1,351.11,5,One-Time
17481,3,5,1249.34,0,VIP
13149,13,4,1676.06,-1,Outlier
15516,44,3,62.43,-1,Outlier
15894,252,2,263.55,3,Outlier
16817,2,10,1446.95,-1,Outlier
13828,21,1,209.49,5,One-Time
16448,197,1,188.89000000000001,6,At-Risk
16168,10,28,3770.6,-1,Outlier
14215,11,7,1777.92,-1,Outlier
12372,71,3,1298.04,-1,Outlier
14078,101,6,1049.37,-1,Outlier
15909,173,1,191.94,6,At-Risk
13158,94,4,1201.06,-1,Outlier
17085,122,6,1555.05,-1,Outlier
12494,9,8,1139.3500000000001,-1,Outlier
13953,6,7,3515.68,-1,Outlier
14221,41,10,3427.85,-1,Outlier
17734,53,3,700.63,2,Regular
14459,154,1,1837.92,-1,Outlier
17618,5,3,971.58,2,Regular
16957,238,2,416.64,3,Outlier
15129,49,11,3447.4,-1,Outlier
17228,15,8,1906.09,-1,Outlier
13557,27,2,584.06,3,Outlier
17752,358,1,80.64,4,Churned
15522,32,2,398.84,3,Outlier
14090,324,1,76.32000000000001,-1,Outlier
17082,32,2,2003.85,-1,Outlier
15132,17,5,977.9300000000001,0,VIP
16159,281,1,348.2,-1,Outlier
15385,39,1,316.88,5,One-Time
17359,10,1,127.86,5,One-Time
13697,38,1,151.29999999999998,5,One-Time
13801,66,1,324.8,5,One-Time
15510,330,1,250.0,-1,Outlier
14212,89,1,1070.48,-1,Outlier
13804,30,7,2635.79,-1,Outlier
13536,0,7,3448.29,-1,Outlier
15763,31,3,1048.67,2,Regular
15260,99,8,1780.77,-1,Outlier
14334,16,9,2539.46,-1,Outlier
13021,3,10,2584.4,-1,Outlier
17749,177,2,674.52,-1,Outlier
12488,9,3,1298.66,-1,Outlier
15373,7,13,2213.11,-1,Outlier
18282,7,3,176.6,-1,Outlier
12381,4,6,1803.96,-1,Outlier
16570,8,11,3622.95,-1,Outlier
16549,9,10,4154.64,-1,Outlier
14477,19,5,1307.81,0,VIP
17347,85,1,228.96,5,One-Time
15903,9,8,5126.34,-1,Outlier
16177,49,1,331.95,5,One-Time
16052,53,1,362.06,5,One-Time
15251,8,12,10327.11,-1,Outlier
15912,177,2,264.62,3,Outlier
13959,78,3,598.2,2,Regular
17758,18,8,3456.7000000000003,-1,Outlier
14075,4,3,942.26,2,Regular
18154,2,2,399.19,3,Outlier
12360,51,3,2662.06,-1,Outlier
14852,57,6,2836.69,-1,Outlier
12628,3,4,769.61,1,Loyal
16561,5,2,511.12,3,Outlier
17862,323,1,330.9,-1,Outlier
17231,11,11,3127.82,-1,Outlier
14608,3,4,1785.15,-1,Outlier
12512,65,2,138.03,3,Outlier
16445,33,1,230.51,5,One-Time
16811,4,2,547.07,3,Outlier
15120,129,2,343.82,3,Outlier
16579,364,1,-30.599999999999998,-1,Outlier
13426,0,11,3550.7000000000003,-1,Outlier
17213,39,8,2741.08,-1,Outlier
15644,165,4,813.0,-1,Outlier
17999,36,2,382.06,3,Outlier
16841,36,7,1774.62,-1,Outlier
13566,40,2,874.71,3,Outlier
15507,171,1,492.36,-1,Outlier
17472,190,3,710.29,-1,Outlier
18008,69,9,2116.19,-1,Outlier
16049,39,3,1111.79,2,Regular
15775,244,1,104.9,6,At-Risk
12756,86,1,112.07999999999998,-1,Outlier
16186,22,13,3991.94,-1,Outlier
14462,63,12,1965.9,-1,Outlier
17496,358,1,271.05,4,Churned
14727,273,1,268.58,6,At-Risk
15370,40,8,2360.55,-1,Outlier
14465,246,3,1058.6200000000001,-1,Outlier
15793,8,4,948.96,1,Loyal
17609,40,6,1103.92,-1,Outlier
12622,231,1,180.1,6,At-Risk
13813,39,5,1353.41,-1,Outlier
18127,18,3,348.73,2,Regular
17871,204,1,155.9,6,At-Risk
13563,83,2,777.53,3,Outlier
17100,17,2,971.74,3,Outlier
12384,28,3,566.16,2,Regular
16963,186,1,110.55000000000001,6,At-Risk
16043,37,4,773.99,1,Loyal
15004,146,1,1246.32,-1,Outlier
18011,372,1,102.78999999999999,4,Churned
16689,75,3,303.26,-1,Outlier
13947,64,1,90.6,5,One-Time
12646,4,2,1346.97,-1,Outlier
13015,52,5,3346.28,-1,Outlier
13941,21,6,4912.41,-1,Outlier
13405,73,3,572.451,2,Regular
15787,25,3,948.05,2,Regular
15525,1,4,811.02,1,Loyal
14456,4,10,3047.63,-1,Outlier
14733,8,13,9451.54,-1,Outlier
13435,4,8,3794.4900000000002,-1,Outlier
18136,62,4,761.83,-1,Outlier
13280,121,3,814.86,-1,Outlier
16814,13,22,6500.6,-1,Outlier
17091,2,10,3802.81,-1,Outlier
14870,261,1,327.25,6,At-Risk
16174,125,3,1009.5500000000001,-1,Outlier
13956,4,5,1026.42,0,VIP
16832,183,3,199.15,-1,Outlier
14349,9,1,133.5,5,One-Time
12619,15,10,3214.81,-1,Outlier
17746,234,2,98.8,-1,Outlier
17475,78,1,194.37,5,One-Time
13938,34,1,71.66,5,One-Time
12637,66,9,5953.25,-1,Outlier
14209,10,7,2067.13,-1,Outlier
17499,289,1,622.88,-1,Outlier
18273,1,3,204.0,-1,Outlier
12491,38,1,460.40000000000003,5,One-Time
15400,91,6,666.7,-1,Outlier
12884,87,1,309.05,5,One-Time
15921,172,1,336.03000000000003,-1,Outlier
16418,44,3,675.27,2,Regular
17079,77,1,118.80000000000001,5,One-Time
18005,3,2,249.72,3,Outlier
12378,129,1,4008.62,-1,Outlier
17877,169,1,237.61,6,At-Risk
15504,80,1,52.83,-1,Outlier
13807,366,1,112.6,4,Churned
13822,5,2,632.0,3,Outlier
15263,106,1,156.51,-1,Outlier
16951,122,4,1262.75,-1,Outlier
13173,3,2,353.65,3,Outlier
13539,85,4,605.84,-1,Outlier
17362,238,2,312.23,3,Outlier
12631,56,1,640.5,-1,Outlier
13414,133,3,1390.5,-1,Outlier
16948,138,3,435.02,-1,Outlier
16820,95,1,497.61,-1,Outlier
13161,312,1,112.75,6,At-Risk
17612,52,7,1992.76,-1,Outlier
12503,337,1,-1126.0,-1,Outlier
16826,50,1,341.7,5,One-Time
15641,104,4,1887.2,-1,Outlier
14483,149,2,129.2,-1,Outlier
13417,4,2,640.83,3,Outlier
17338,16,9,6612.18,-1,Outlier
18145,12,4,2861.55,-1,Outlier
14995,38,2,233.23000000000002,3,Outlier
16311,17,2,616.26,3,Outlier
14861,51,1,125.79,5,One-Time
17094,317,2,270.20000000000005,-1,Outlier
17368,22,9,1349.52,-1,Outlier
15266,337,1,119.3,-1,Outlier
13167,18,4,791.33,1,Loyal
15513,30,20,14520.08,-1,Outlier
12893,30,1,188.14,5,One-Time
14873,209,1,519.68,-1,Outlier
14584,168,5,1029.26,-1,Outlier
13560,6,1,174.37,5,One-Time
12357,32,1,6207.67,-1,Outlier
14474,42,2,537.71,3,Outlier
14218,42,1,169.48000000000002,5,One-Time
13685,2,7,3119.44,-1,Outlier
17615,129,3,329.6,-1,Outlier
12518,0,5,2056.89,-1,Outlier
14346,120,2,1021.58,-1,Outlier
17737,8,2,168.24,3,Outlier
17889,211,2,203.87,3,Outlier
14331,123,2,462.65999999999997,3,Outlier
18276,20,2,323.36,3,Outlier
15111,28,3,1567.48,-1,Outlier
12497,81,1,1043.1,-1,Outlier
14998,169,2,429.87,3,Outlier
17350,7,5,1256.19,0,VIP
16430,56,1,300.85,5,One-Time
14352,156,4,1078.96,-1,Outlier
13551,318,1,91.80000000000001,6,At-Risk
17076,35,3,841.0799999999999,2,Regular
13030,10,2,799.48,3,Outlier
16293,8,11,2236.7400000000002,-1,Outlier
12902,264,1,138.68,6,At-Risk
13146,25,1,228.91,5,One-Time
18270,37,3,238.95000000000002,2,Regular
17731,78,5,878.2,-1,Outlier
17234,182,1,149.89000000000001,6,At-Risk
18261,42,2,324.24,3,Outlier
13295,359,2,197.95000000000002,-1,Outlier
15632,15,9,3147.31,-1,Outlier
14855,118,2,645.65,3,Outlier
15108,141,5,1291.75,-1,Outlier
16960,38,3,507.05,2,Regular
18017,80,3,523.0,2,Regular
17600,17,1,161.67000000000002,5,One-Time
16567,193,2,865.6,-1,Outlier
16969,38,3,650.41,2,Regular
13170,26,1,116.00999999999999,5,One-Time
16287,169,1,142.5,6,At-Risk
15659,43,1,306.45,5,One-Time
14060,4,20,6135.38,-1,Outlier
13304,350,1,300.42,-1,Outlier
12625,211,3,2614.32,-1,Outlier
12890,23,1,380.46999999999997,5,One-Time
15790,9,1,220.85,5,One-Time
15656,44,4,748.5,1,Loyal
17365,12,8,4801.56,-1,Outlier
16692,255,2,1276.0,-1,Outlier
12509,283,1,176.5,6,At-Risk
13155,32,4,971.76,1,Loyal
15638,300,1,-94.0,-1,Outlier
14453,189,1,119.93,6,At-Risk
16698,226,2,1998.0,-1,Outlier
16171,58,1,73.2,5,One-Time
13932,294,1,307.4,-1,Outlier
17880,364,1,458.92,-1,Outlier
15397,289,1,94.0,6,At-Risk
13816,23,3,555.04,2,Regular
16031,91,2,548.94,3,Outlier
16710,18,10,2483.04,-1,Outlier
12506,232,1,73.5,6,At-Risk
16156,8,10,3024.62,-1,Outlier
